farm_id,state,district,village,crop,crop_variety,sowing_date,harvesting_date,season,land_area_acres,soil_type,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_used,irrigation_method,rainfall_mm,avg_temperature_c,humidity_percent,pest_attack,disease_name,pesticide_used,expected_yield_tonnes,actual_yield_tonnes,water_consumption_litres,production_cost_inr,market_price_inr,profit_loss_inr,crop_health_score,sustainability_score
FARM00099,Maharashtra,Nashik,Village_305,Maize,HQPM1,2021-08-01,2021-11-04,Kharif,1.76,Red,7.5,151,66,127,DAP,Rain-fed,53.7,20.1,61,Yes,Leaf Blight,Imidacloprid,5.63,4.5,34434.3,44387.05,10383.27,-34003.78,30,49
FARM00100,Tamil Nadu,Coimbatore,Village_133,Potato,Kufri Jyoti,2022-07-22,2023-01-06,Kharif,14.75,Black,5.8,107,82,112,Organic Compost,Rain-fed,44.1,26.1,62,Yes,Leaf Blight,Chlorpyrifos,51.2,40.96,576273.6,354429.72,163563.03,-190866.69,29,93
FARM00101,West Bengal,Siliguri,Village_179,Potato,Kufri Pukhraj,2021-01-29,2021-06-28,Rabi,14.69,Alluvial,7.0,41,100,174,Vermicompost,Drip,87.0,25.8,72,No,None,Neem Oil,58.59,60.56,1156391.6,512297.48,133472.62,-378824.86,91,50
FARM00102,Rajasthan,Jaipur,Village_496,Cotton,Suraj,2021-02-27,2021-06-19,Kharif,3.54,Loamy,8.2,63,72,99,Urea,Flood,49.8,20.7,70,No,None,Neem Oil,13.69,13.95,231275.8,61439.75,55268.16,-6171.59,75,90
FARM00103,Tamil Nadu,Madurai,Village_81,Maize,DHM117,2020-07-14,2021-01-06,Rabi,5.08,Clay,7.9,117,155,174,Urea,Rain-fed,169.3,28.5,97,No,None,Neem Oil,22.12,23.81,111529.1,62429.01,50932.84,-11496.17,96,58
FARM00104,Uttar Pradesh,Lucknow,Village_220,Soybean,JS335,2023-02-08,2023-05-14,Kharif,14.92,Red,7.1,101,42,101,DAP,Rain-fed,48.9,27.8,67,No,None,Neem Oil,52.83,54.73,1158713.9,330196.99,123595.21,-206601.78,80,78
FARM00105,Rajasthan,Jaipur,Village_428,Rice,IR64,2021-03-09,2021-07-15,Rabi,3.23,Clay,7.3,67,41,44,DAP,Drip,56.5,26.2,69,No,None,Neem Oil,11.04,11.9,170514.5,65719.06,28496.86,-37222.2,76,59
FARM00106,Assam,Guwahati,Village_99,Millet,Bajra,2022-09-27,2023-03-11,Zaid,2.48,Black,5.7,137,166,172,NPK,Canal,87.2,32.9,66,Yes,Leaf Blight,Imidacloprid,9.54,7.63,127809.7,46620.83,21757.6,-24863.23,70,77
FARM00107,Rajasthan,Kota,Village_366,Potato,Kufri Jyoti,2021-09-18,2022-02-18,Rabi,19.73,Black,7.8,129,59,44,Urea,Canal,74.4,31.3,74,No,None,Neem Oil,76.59,82.22,1145609.5,665859.34,238633.21,-427226.13,95,70
FARM00108,Rajasthan,Kota,Village_288,Maize,DHM117,2022-12-21,2023-05-11,Kharif,3.44,Loamy,6.4,171,165,148,Organic Compost,Rain-fed,29.9,30.5,55,No,None,Neem Oil,11.48,12.45,120807.9,112327.72,35448.2,-76879.52,56,57
FARM00109,Assam,Jorhat,Village_365,Potato,Kufri Pukhraj,2024-02-24,2024-05-27,Zaid,4.13,Clay,6.3,148,65,150,Organic Compost,Flood,44.5,31.6,64,Yes,Leaf Blight,Chlorpyrifos,16.76,13.41,117874.8,82413.58,54928.29,-27485.29,41,71
FARM00110,Punjab,Ludhiana,Village_399,Millet,Ragi,2022-12-13,2023-05-31,Rabi,20.62,Black,6.6,166,113,102,NPK,Sprinkler,43.2,28.3,64,No,None,Neem Oil,66.59,68.5,1460104.4,659789.09,240560.73,-419228.36,93,62
FARM00111,Rajasthan,Kota,Village_444,Soybean,NRC37,2022-04-10,2022-09-30,Kharif,17.92,Alluvial,6.4,161,157,125,Vermicompost,Sprinkler,99.8,28.9,81,No,None,Neem Oil,86.59,88.5,772040.6,518968.27,247414.57,-271553.7,91,78
FARM00112,Karnataka,Belagavi,Village_206,Sugarcane,Co86032,2021-08-21,2022-01-28,Kharif,23.52,Black,8.2,78,179,109,Vermicompost,Drip,38.4,27.7,56,No,None,Neem Oil,96.43,99.62,579970.7,333395.44,206754.75,-126640.69,91,92
FARM00113,West Bengal,Siliguri,Village_419,Sugarcane,Co0238,2023-03-02,2023-08-22,Rabi,5.04,Alluvial,7.3,136,179,108,Organic Compost,Drip,14.4,28.1,52,No,None,Neem Oil,19.37,19.34,350649.8,162640.4,74183.22,-88457.18,83,81
FARM00114,Rajasthan,Jaipur,Village_121,Maize,DHM117,2022-02-11,2022-05-17,Kharif,12.61,Laterite,6.1,156,122,137,Vermicompost,Flood,103.0,20.0,74,No,None,Neem Oil,61.16,58.63,257680.0,191030.33,114632.65,-76397.68,67,94
FARM00115,Karnataka,Belagavi,Village_404,Rice,IR64,2022-05-19,2022-10-29,Rabi,5.4,Loamy,5.8,168,101,156,Urea,Drip,68.8,35.6,71,Yes,Leaf Blight,Imidacloprid,17.81,14.25,290379.1,118944.92,54298.75,-64646.17,64,50
FARM00116,Uttar Pradesh,Meerut,Village_340,Maize,DHM117,2022-09-13,2023-01-02,Zaid,14.05,Clay,6.1,128,84,47,Vermicompost,Canal,143.5,27.0,93,Yes,Leaf Blight,Chlorpyrifos,64.61,51.69,999638.4,331542.72,100856.94,-230685.78,20,55
FARM00117,Karnataka,Mysuru,Village_451,Soybean,NRC37,2021-11-12,2022-02-26,Zaid,23.73,Red,7.0,179,125,134,DAP,Drip,32.1,21.3,66,Yes,Leaf Blight,Chlorpyrifos,72.91,58.33,952730.1,609736.49,224486.77,-385249.72,58,64
FARM00118,Karnataka,Belagavi,Village_313,Sugarcane,Co86032,2024-04-05,2024-07-28,Zaid,24.41,Black,7.2,50,93,175,DAP,Sprinkler,96.9,27.3,81,Yes,Leaf Blight,Imidacloprid,92.18,73.74,1904967.9,688211.5,138023.6,-550187.9,20,71
FARM00119,Rajasthan,Kota,Village_228,Cotton,Suraj,2022-09-23,2023-01-03,Zaid,6.28,Clay,5.5,52,83,146,DAP,Flood,176.6,18.9,93,No,None,Neem Oil,34.33,35.44,298674.1,143998.03,81160.17,-62837.86,77,48
FARM00120,Uttar Pradesh,Meerut,Village_236,Rice,IR64,2022-06-13,2022-11-02,Rabi,7.29,Laterite,6.1,92,49,164,Organic Compost,Rain-fed,207.6,27.6,98,No,None,Neem Oil,41.35,40.04,191172.2,227981.8,96944.97,-131036.83,90,84
FARM00121,Rajasthan,Jaipur,Village_243,Wheat,HD2967,2021-06-30,2021-10-07,Kharif,9.54,Alluvial,6.7,120,126,174,NPK,Drip,124.3,26.9,82,No,None,Neem Oil,40.98,44.65,269601.1,259381.97,117379.62,-142002.35,59,71
FARM00122,Uttar Pradesh,Meerut,Village_463,Sugarcane,Co86032,2021-09-18,2022-01-05,Rabi,1.14,Red,6.6,91,122,72,DAP,Canal,83.7,26.0,66,Yes,Leaf Blight,Imidacloprid,4.37,3.5,44442.9,30125.94,7325.89,-22800.05,66,95
FARM00123,Rajasthan,Kota,Village_377,Millet,Ragi,2022-05-11,2022-09-30,Kharif,4.62,Black,7.6,101,118,164,Vermicompost,Sprinkler,136.7,29.5,89,Yes,Leaf Blight,Chlorpyrifos,21.06,16.85,85702.5,64855.11,66237.84,1382.73,40,51
FARM00124,West Bengal,Siliguri,Village_330,Cotton,Bt,2020-05-30,2020-11-01,Zaid,8.5,Clay,5.7,180,43,135,Urea,Flood,46.5,33.9,55,No,None,Neem Oil,35.56,35.97,536034.2,260323.44,151003.67,-109319.77,61,45
FARM00125,Karnataka,Mysuru,Village_169,Soybean,JS335,2022-11-03,2023-02-21,Kharif,18.58,Red,7.8,175,88,85,Organic Compost,Flood,56.6,33.2,70,No,None,Neem Oil,62.7,61.68,942277.3,449863.75,254160.16,-195703.59,58,46
FARM00126,Uttar Pradesh,Meerut,Village_43,Maize,DHM117,2022-06-02,2022-10-06,Rabi,23.9,Black,7.2,134,86,139,Organic Compost,Canal,40.6,19.7,63,No,None,Neem Oil,84.45,84.33,775512.1,481129.55,235525.98,-245603.57,58,52
FARM00127,Maharashtra,Nashik,Village_304,Cotton,Suraj,2021-07-11,2021-11-21,Kharif,16.18,Red,7.8,52,136,83,Vermicompost,Drip,53.5,23.2,66,No,None,Neem Oil,62.05,68.03,745109.8,488946.8,267304.89,-221641.91,80,93
FARM00128,Punjab,Ludhiana,Village_330,Cotton,Suraj,2020-06-15,2020-12-01,Kharif,13.37,Black,5.8,91,58,83,DAP,Sprinkler,24.5,31.4,55,No,None,Neem Oil,39.66,39.04,644866.7,430225.36,122656.95,-307568.41,84,61
FARM00129,West Bengal,Kolkata,Village_296,Sugarcane,Co86032,2021-07-22,2022-01-08,Kharif,20.88,Black,6.9,94,87,124,Organic Compost,Canal,34.7,30.9,66,No,None,Neem Oil,73.85,80.68,1347968.8,287372.32,198119.74,-89252.58,70,77
FARM00130,Assam,Guwahati,Village_286,Wheat,HD2967,2023-01-26,2023-07-18,Zaid,6.59,Red,6.3,40,140,173,Organic Compost,Drip,81.4,23.8,72,Yes,Leaf Blight,Chlorpyrifos,26.47,21.18,255999.7,219159.47,51168.98,-167990.49,27,78
FARM00131,Rajasthan,Kota,Village_406,Sugarcane,Co86032,2020-11-04,2021-05-03,Kharif,15.06,Clay,5.7,101,126,155,NPK,Flood,101.6,27.5,76,No,None,Neem Oil,59.32,57.09,718506.6,409127.66,159195.3,-249932.36,88,75
FARM00132,Uttar Pradesh,Lucknow,Village_303,Cotton,Bt,2021-12-09,2022-05-10,Rabi,5.8,Black,6.5,95,179,103,DAP,Canal,48.3,17.6,55,No,None,Neem Oil,24.62,25.54,123105.4,118565.04,51406.19,-67158.85,61,64
FARM00133,Tamil Nadu,Coimbatore,Village_453,Sugarcane,Co86032,2021-09-17,2022-03-05,Zaid,15.02,Red,6.4,103,96,88,Urea,Rain-fed,51.3,25.5,70,No,None,Neem Oil,55.19,53.15,599436.0,319030.97,109723.0,-209307.97,61,88
FARM00134,Rajasthan,Jaipur,Village_134,Maize,DHM117,2020-03-23,2020-09-01,Kharif,6.89,Laterite,5.8,148,53,86,Urea,Flood,65.7,22.4,65,No,None,Neem Oil,23.59,22.87,339423.8,174552.06,49963.97,-124588.09,59,59
FARM00135,West Bengal,Kolkata,Village_327,Sugarcane,Co86032,2024-02-02,2024-06-17,Kharif,21.4,Clay,7.4,48,109,109,DAP,Canal,221.8,26.4,98,No,None,Neem Oil,120.53,120.18,513111.4,600860.68,451198.0,-149662.68,85,78
FARM00136,Punjab,Ludhiana,Village_400,Rice,Basmati,2022-07-31,2022-12-10,Kharif,17.91,Clay,7.5,110,45,167,Urea,Rain-fed,56.5,22.1,65,No,None,Neem Oil,53.03,58.09,1034378.4,337439.82,154412.89,-183026.93,85,56
FARM00137,Uttar Pradesh,Lucknow,Village_414,Soybean,NRC37,2020-09-14,2020-12-28,Rabi,3.78,Black,7.7,127,143,68,DAP,Rain-fed,66.8,23.9,70,No,None,Neem Oil,17.11,16.64,291873.4,68060.67,35693.83,-32366.84,83,79
FARM00138,West Bengal,Kolkata,Village_280,Wheat,PBW725,2023-08-17,2023-11-16,Zaid,10.84,Alluvial,6.2,128,142,102,Organic Compost,Flood,116.8,24.5,81,No,None,Neem Oil,54.25,58.95,174351.7,201135.15,203608.84,2473.69,96,46
FARM00139,Assam,Jorhat,Village_70,Potato,Kufri Pukhraj,2020-03-02,2020-08-05,Rabi,19.63,Loamy,8.1,180,173,178,DAP,Flood,52.7,29.5,60,No,None,Neem Oil,72.32,76.71,1214179.7,418290.63,286286.42,-132004.21,75,94
FARM00140,Uttar Pradesh,Meerut,Village_217,Sugarcane,Co0238,2021-01-23,2021-06-02,Zaid,14.49,Red,7.3,75,164,177,Vermicompost,Rain-fed,53.8,30.5,55,Yes,Leaf Blight,Chlorpyrifos,50.36,40.29,1014880.8,398673.02,82473.68,-316199.34,30,93
FARM00141,Punjab,Amritsar,Village_366,Potato,Kufri Pukhraj,2022-05-27,2022-10-17,Kharif,1.83,Laterite,7.3,112,135,115,NPK,Flood,197.2,25.9,92,Yes,Leaf Blight,Chlorpyrifos,9.83,7.86,34743.1,27232.05,15706.68,-11525.37,23,71
FARM00142,Rajasthan,Jaipur,Village_220,Maize,DHM117,2023-02-25,2023-05-31,Zaid,23.21,Clay,6.0,115,82,142,NPK,Canal,46.6,29.3,62,Yes,Leaf Blight,Imidacloprid,96.71,77.37,1565414.8,454333.92,288004.91,-166329.01,54,79
FARM00143,Karnataka,Belagavi,Village_408,Rice,IR64,2023-01-06,2023-06-20,Rabi,10.43,Red,6.1,174,52,174,NPK,Rain-fed,169.7,29.4,92,No,None,Neem Oil,49.6,52.88,712980.4,267265.22,180849.45,-86415.77,81,86
FARM00144,West Bengal,Kolkata,Village_333,Sugarcane,Co86032,2023-12-11,2024-04-02,Rabi,15.83,Black,6.8,143,87,139,Organic Compost,Drip,81.5,20.1,72,No,None,Neem Oil,58.07,55.38,496075.9,482052.44,113640.47,-368411.97,58,62
FARM00145,West Bengal,Kolkata,Village_400,Wheat,HD2967,2022-06-29,2022-11-13,Kharif,9.86,Loamy,6.6,136,135,162,Urea,Drip,30.6,29.5,51,No,None,Neem Oil,36.04,36.18,155094.0,281564.61,96039.1,-185525.51,74,68
FARM00146,Uttar Pradesh,Meerut,Village_181,Cotton,Suraj,2020-06-27,2020-12-22,Kharif,23.81,Black,6.2,129,94,137,Urea,Drip,32.1,29.4,54,No,None,Neem Oil,82.44,83.81,931130.4,401497.12,327489.98,-74007.14,72,95
FARM00147,Karnataka,Belagavi,Village_137,Rice,Basmati,2020-02-11,2020-05-18,Rabi,18.53,Alluvial,6.6,157,76,89,Vermicompost,Drip,61.3,19.6,72,No,None,Neem Oil,75.31,74.8,948041.9,342435.38,155806.67,-186628.71,93,48
FARM00148,Uttar Pradesh,Lucknow,Village_137,Potato,Kufri Pukhraj,2020-09-02,2020-12-11,Kharif,19.3,Black,7.8,163,132,44,Organic Compost,Rain-fed,85.4,31.6,69,No,None,Neem Oil,71.31,74.62,1502301.0,487754.34,183253.65,-304500.69,88,61
FARM00149,Assam,Guwahati,Village_291,Potato,Kufri Pukhraj,2022-04-10,2022-09-02,Zaid,3.37,Black,7.4,173,54,68,DAP,Drip,81.7,21.5,64,No,None,Neem Oil,11.1,11.97,193070.2,59194.26,28894.76,-30299.5,87,80
FARM00150,Uttar Pradesh,Lucknow,Village_257,Cotton,Suraj,2022-11-15,2023-05-11,Zaid,24.09,Alluvial,6.8,155,135,127,DAP,Drip,36.3,34.8,56,No,None,Neem Oil,75.77,81.75,1459323.1,615563.62,285705.85,-329857.77,78,45
FARM00151,Assam,Jorhat,Village_333,Rice,IR64,2022-11-22,2023-04-15,Zaid,10.57,Red,7.6,143,117,100,DAP,Sprinkler,41.4,22.0,62,No,None,Neem Oil,43.45,46.28,225167.1,262805.45,192582.0,-70223.45,95,87
FARM00152,Maharashtra,Pune,Village_170,Maize,HQPM1,2021-07-15,2021-10-21,Kharif,3.69,Clay,5.7,163,54,54,Vermicompost,Drip,37.5,28.0,67,No,None,Neem Oil,11.8,12.43,103335.6,89037.86,25635.66,-63402.2,62,53
FARM00153,West Bengal,Siliguri,Village_101,Sugarcane,Co86032,2021-04-25,2021-09-19,Kharif,7.38,Alluvial,5.7,151,47,73,Organic Compost,Flood,36.1,21.5,58,No,None,Neem Oil,22.03,21.89,115341.7,103520.94,43808.43,-59712.51,91,57
FARM00154,Punjab,Ludhiana,Village_399,Cotton,Suraj,2021-03-11,2021-07-09,Kharif,15.02,Red,7.7,159,47,139,DAP,Drip,98.1,32.9,68,Yes,Leaf Blight,Chlorpyrifos,64.56,51.65,304708.6,460166.43,189067.09,-271099.34,28,73
FARM00155,Uttar Pradesh,Meerut,Village_336,Millet,Bajra,2020-10-17,2021-02-12,Kharif,5.27,Laterite,7.3,158,157,145,Vermicompost,Flood,71.2,25.3,65,No,None,Neem Oil,16.65,17.98,108449.1,77645.22,66679.75,-10965.47,62,74
FARM00156,Rajasthan,Jaipur,Village_393,Millet,Bajra,2022-07-13,2022-11-08,Zaid,17.58,Black,7.9,164,124,128,Vermicompost,Drip,64.5,26.3,58,No,None,Neem Oil,64.07,65.75,1260308.2,532137.56,191832.32,-340305.24,79,62
FARM00157,Tamil Nadu,Coimbatore,Village_59,Wheat,PBW725,2020-05-07,2020-09-15,Zaid,2.81,Black,5.7,160,107,73,NPK,Rain-fed,81.0,23.7,63,Yes,Leaf Blight,Imidacloprid,12.88,10.3,201842.2,43768.33,30245.78,-13522.55,34,52
FARM00158,Punjab,Amritsar,Village_188,Sugarcane,Co0238,2022-02-16,2022-05-21,Kharif,24.98,Black,5.9,114,56,95,DAP,Rain-fed,26.3,23.2,58,Yes,Leaf Blight,Chlorpyrifos,97.06,77.65,1573672.4,346109.24,220698.19,-125411.05,42,82
FARM00159,Tamil Nadu,Madurai,Village_346,Potato,Kufri Jyoti,2023-08-18,2024-02-01,Zaid,9.67,Red,7.8,142,179,67,Vermicompost,Flood,102.4,22.4,67,No,None,Neem Oil,45.96,45.74,587393.5,159763.5,88663.78,-71099.72,55,50
FARM00160,Karnataka,Belagavi,Village_16,Millet,Bajra,2023-10-31,2024-03-17,Rabi,22.55,Loamy,6.3,44,54,103,NPK,Flood,111.7,25.4,80,Yes,Leaf Blight,Chlorpyrifos,112.45,89.96,1158295.2,479006.24,195737.15,-283269.09,58,85
FARM00161,Assam,Guwahati,Village_164,Cotton,Bt,2023-11-01,2024-02-09,Kharif,24.1,Laterite,7.1,113,124,55,Urea,Drip,34.5,33.0,56,No,None,Neem Oil,93.08,89.68,946302.5,776598.03,204955.34,-571642.69,77,81
FARM00162,Maharashtra,Pune,Village_177,Sugarcane,Co86032,2021-10-29,2022-03-07,Kharif,16.46,Black,7.7,175,67,81,Vermicompost,Drip,43.3,34.7,64,Yes,Leaf Blight,Chlorpyrifos,62.21,49.77,680607.3,258503.8,102647.86,-155855.94,27,58
FARM00163,West Bengal,Siliguri,Village_1,Soybean,JS335,2022-10-14,2023-03-23,Rabi,18.77,Clay,5.9,51,158,128,Vermicompost,Flood,102.0,34.9,70,Yes,Leaf Blight,Chlorpyrifos,72.27,57.82,1047122.6,651990.72,227174.47,-424816.25,45,46
FARM00164,Rajasthan,Jaipur,Village_284,Potato,Kufri Pukhraj,2020-08-23,2020-12-13,Kharif,13.16,Laterite,8.0,96,66,95,NPK,Flood,91.1,18.7,73,Yes,Leaf Blight,Chlorpyrifos,61.44,49.15,250943.1,225758.0,190952.28,-34805.72,64,91
FARM00165,Uttar Pradesh,Meerut,Village_236,Soybean,JS335,2021-03-16,2021-06-21,Rabi,6.54,Red,6.0,176,62,178,Urea,Canal,48.0,24.4,66,No,None,Neem Oil,25.39,26.88,424110.4,135978.23,88783.2,-47195.03,71,63
FARM00166,Assam,Guwahati,Village_131,Potato,Kufri Pukhraj,2022-02-27,2022-07-14,Kharif,8.94,Laterite,8.1,180,163,135,Organic Compost,Drip,50.8,23.6,55,No,None,Neem Oil,29.52,31.46,633005.6,152012.31,113116.72,-38895.59,64,50
FARM00167,Assam,Jorhat,Village_108,Millet,Bajra,2020-06-11,2020-10-13,Zaid,3.45,Laterite,6.1,134,62,68,NPK,Flood,53.5,24.4,60,Yes,Leaf Blight,Chlorpyrifos,10.73,8.58,247518.5,119684.0,24629.09,-95054.91,46,59
FARM00168,Karnataka,Mysuru,Village_244,Cotton,Suraj,2021-05-13,2021-10-01,Zaid,15.2,Black,7.1,109,57,122,Urea,Drip,81.8,29.8,64,Yes,Leaf Blight,Imidacloprid,49.45,39.56,238031.9,211062.01,137027.65,-74034.36,48,73
FARM00169,Karnataka,Belagavi,Village_81,Maize,DHM117,2022-11-21,2023-03-28,Kharif,16.72,Loamy,7.0,168,115,147,NPK,Rain-fed,49.0,23.4,59,No,None,Neem Oil,63.29,65.01,409977.2,221478.93,117021.73,-104457.2,56,67
FARM00170,Assam,Jorhat,Village_470,Soybean,NRC37,2022-07-10,2022-11-06,Rabi,17.66,Red,5.8,52,78,87,NPK,Sprinkler,85.1,22.9,66,No,None,Neem Oil,62.3,60.16,1395595.5,438067.28,153686.88,-284380.4,87,74
FARM00171,Uttar Pradesh,Lucknow,Village_409,Wheat,PBW725,2020-12-07,2021-05-01,Zaid,18.56,Alluvial,6.7,132,119,146,Organic Compost,Flood,52.4,23.6,71,No,None,Neem Oil,74.77,74.66,879223.1,368351.3,249472.54,-118878.76,74,71
FARM00172,West Bengal,Kolkata,Village_485,Rice,IR64,2022-07-17,2022-12-06,Zaid,6.45,Black,7.0,122,178,167,DAP,Flood,58.6,33.4,58,Yes,Leaf Blight,Imidacloprid,24.96,19.97,404723.6,193690.11,75494.72,-118195.39,37,69
FARM00173,Assam,Jorhat,Village_369,Millet,Bajra,2021-04-05,2021-08-20,Rabi,9.4,Laterite,6.0,101,45,106,NPK,Flood,136.7,21.2,82,Yes,Leaf Blight,Imidacloprid,47.77,38.22,568940.9,232847.69,118780.69,-114067.0,28,70
FARM00174,Rajasthan,Kota,Village_188,Potato,Kufri Pukhraj,2022-12-05,2023-05-03,Zaid,4.8,Alluvial,5.8,156,56,56,DAP,Flood,142.2,31.9,89,No,None,Neem Oil,24.76,26.7,94290.7,105785.72,107056.55,1270.83,58,83
FARM00175,Karnataka,Belagavi,Village_235,Cotton,Suraj,2020-02-05,2020-07-28,Zaid,5.14,Red,7.2,115,174,77,Vermicompost,Rain-fed,96.5,24.0,78,Yes,Leaf Blight,Imidacloprid,20.75,16.6,385257.4,122374.2,30220.34,-92153.86,57,55
FARM00176,Rajasthan,Kota,Village_272,Maize,DHM117,2021-09-18,2022-01-16,Zaid,4.55,Loamy,6.7,133,44,168,NPK,Drip,73.2,32.9,76,No,None,Neem Oil,17.69,18.09,225176.3,91415.12,73046.06,-18369.06,97,46
FARM00177,Uttar Pradesh,Lucknow,Village_211,Wheat,PBW725,2021-03-03,2021-06-16,Rabi,21.57,Laterite,6.6,122,85,60,Vermicompost,Flood,110.5,33.3,85,No,None,Neem Oil,93.26,100.29,889705.2,440948.82,353881.51,-87067.31,57,86
FARM00178,Karnataka,Mysuru,Village_163,Wheat,PBW725,2020-07-04,2020-11-04,Kharif,12.1,Clay,5.5,81,168,46,DAP,Canal,30.3,25.1,50,No,None,Neem Oil,39.81,41.5,712970.0,322021.05,158130.4,-163890.65,96,64
FARM00179,Karnataka,Belagavi,Village_395,Maize,DHM117,2021-08-09,2021-11-07,Zaid,12.75,Red,7.0,134,57,121,Vermicompost,Drip,50.5,21.1,55,Yes,Leaf Blight,Imidacloprid,44.08,35.26,440525.9,440078.85,129356.05,-310722.8,54,55
FARM00180,Punjab,Ludhiana,Village_295,Soybean,JS335,2020-03-27,2020-07-09,Rabi,8.11,Red,7.1,98,41,133,NPK,Drip,83.0,33.6,76,Yes,Leaf Blight,Chlorpyrifos,32.58,26.06,542561.4,207319.62,101543.19,-105776.43,31,54
FARM00181,Tamil Nadu,Madurai,Village_434,Wheat,PBW725,2022-01-23,2022-07-17,Rabi,11.38,Black,6.2,139,137,145,Vermicompost,Drip,51.3,29.1,54,Yes,Leaf Blight,Imidacloprid,45.71,36.57,216634.9,288085.19,120836.69,-167248.5,68,88
FARM00182,Karnataka,Belagavi,Village_30,Soybean,JS335,2022-05-10,2022-09-19,Kharif,24.69,Laterite,8.2,157,160,60,Vermicompost,Flood,27.0,26.5,60,Yes,Leaf Blight,Imidacloprid,91.78,73.42,681658.6,377310.07,195468.41,-181841.66,41,52
FARM00183,West Bengal,Kolkata,Village_203,Millet,Ragi,2021-11-19,2022-02-20,Zaid,20.66,Alluvial,8.1,140,82,77,Urea,Flood,96.8,29.6,77,Yes,Leaf Blight,Chlorpyrifos,91.54,73.23,1353374.9,478167.88,159956.02,-318211.86,34,73
FARM00184,West Bengal,Siliguri,Village_230,Wheat,PBW725,2020-12-23,2021-04-26,Rabi,3.81,Red,7.3,135,40,50,Urea,Drip,31.4,30.0,51,No,None,Neem Oil,15.59,15.0,228927.6,86689.68,50296.72,-36392.96,86,56
FARM00185,Karnataka,Mysuru,Village_233,Cotton,Suraj,2020-06-18,2020-11-01,Rabi,17.03,Red,6.7,132,147,56,Organic Compost,Sprinkler,26.0,28.3,55,Yes,Leaf Blight,Chlorpyrifos,65.38,52.3,1073094.6,279558.13,183434.83,-96123.3,55,73
FARM00186,Rajasthan,Kota,Village_485,Cotton,Bt,2024-05-09,2024-10-15,Zaid,14.33,Laterite,6.5,106,122,90,DAP,Flood,75.6,27.5,70,No,None,Neem Oil,60.78,59.17,289630.9,315027.76,180598.12,-134429.64,74,47
FARM00187,Rajasthan,Jaipur,Village_68,Rice,Basmati,2021-12-02,2022-05-22,Rabi,21.88,Black,5.5,116,148,132,NPK,Sprinkler,140.9,27.3,92,No,None,Neem Oil,96.09,98.61,1603202.1,546500.19,274192.43,-272307.76,88,89
FARM00188,Tamil Nadu,Coimbatore,Village_64,Cotton,Suraj,2022-06-27,2022-12-13,Zaid,19.92,Laterite,6.7,145,72,63,Vermicompost,Rain-fed,53.8,27.1,65,No,None,Neem Oil,58.76,60.1,675084.7,675877.97,238386.07,-437491.9,80,69
FARM00189,Uttar Pradesh,Lucknow,Village_474,Wheat,PBW725,2021-09-01,2021-12-22,Kharif,20.28,Red,7.4,62,84,83,Organic Compost,Sprinkler,73.0,28.3,62,Yes,Leaf Blight,Imidacloprid,71.41,57.13,1090100.5,665027.27,132938.67,-532088.6,21,48
FARM00190,Rajasthan,Jaipur,Village_123,Maize,HQPM1,2022-05-10,2022-09-13,Zaid,1.99,Laterite,6.0,141,107,43,Urea,Drip,90.1,27.7,80,No,None,Neem Oil,8.84,8.82,129693.6,35155.45,19907.0,-15248.45,70,58
FARM00191,Tamil Nadu,Coimbatore,Village_91,Wheat,HD2967,2023-04-20,2023-09-30,Rabi,4.94,Loamy,7.4,42,110,111,Urea,Drip,51.1,31.4,63,No,None,Neem Oil,15.04,15.83,195281.2,137969.78,32005.21,-105964.57,90,93
FARM00192,West Bengal,Kolkata,Village_339,Sugarcane,Co0238,2020-11-26,2021-05-05,Zaid,22.24,Black,6.5,108,136,50,Vermicompost,Sprinkler,45.2,28.7,59,No,None,Neem Oil,86.82,86.94,971371.4,417182.54,232293.47,-184889.07,56,92
FARM00193,Assam,Guwahati,Village_206,Rice,IR64,2020-01-27,2020-06-01,Kharif,18.89,Laterite,7.0,144,45,162,Vermicompost,Sprinkler,54.4,23.7,69,Yes,Leaf Blight,Imidacloprid,58.2,46.56,1211603.9,339703.87,167642.97,-172060.9,31,84
FARM00194,Uttar Pradesh,Lucknow,Village_461,Potato,Kufri Jyoti,2022-04-08,2022-08-17,Kharif,7.17,Red,7.5,160,161,143,Vermicompost,Drip,63.7,29.8,68,No,None,Neem Oil,31.8,31.02,165102.7,172904.32,81252.8,-91651.52,72,54
FARM00195,Rajasthan,Jaipur,Village_33,Rice,IR64,2022-02-06,2022-07-25,Kharif,20.37,Clay,7.9,77,100,64,NPK,Rain-fed,69.7,28.1,60,No,None,Neem Oil,81.32,82.23,387631.2,634042.23,214325.62,-419716.61,72,93
FARM00196,Tamil Nadu,Madurai,Village_128,Millet,Ragi,2021-11-29,2022-04-16,Zaid,17.3,Clay,5.5,81,180,140,Urea,Sprinkler,41.1,28.3,65,Yes,Leaf Blight,Chlorpyrifos,60.06,48.05,929829.7,571491.01,99514.02,-471976.99,60,55
FARM00197,Maharashtra,Nashik,Village_92,Sugarcane,Co86032,2023-05-01,2023-08-30,Rabi,9.22,Clay,6.8,145,64,126,Organic Compost,Canal,62.3,20.7,66,Yes,Leaf Blight,Imidacloprid,37.09,29.67,696796.8,276708.22,100703.47,-176004.75,34,93
